h;Pfree1;Pfree2;Pfree3;Pfree4
703;162.8659;200.0786;145.9711;234.6681
704;166.945;186.2803;128.9862;233.7124
705;145.5844;186.3277;83.0435;232.2371
706;144.1426;188.7046;104.2331;231.556
707;143.4067;184.1605;96.4054;228.9708
708;134.1547;109.763;55.8317;185.6937
709;82.2893;17.9655;23.047;104.4284
710;65.9148;0;0;36.4898
711;45.1051;0;0;0
712;70.4587;0;0;0
713;54.2632;0;0;16.8427
714;59.489;0;3.2341;90.0149
715;85.9114;22.2079;39.2387;134.6437
716;80.9915;77.3329;46.2103;163.4814
717;144.4267;149.3977;124.4903;226.6161
718;177.8689;176.6233;144.779;236.3706
719;202.2916;202.417;170.4819;239.8218
720;183.7438;223.4838;171.5374;239.799
721;156.6193;238.6019;166.5973;239.0587
722;155.6473;236.3894;168.3264;237.6191
723;177.3847;227.3596;171.964;236.2794
724;188.4082;217.9081;162.4761;235.0757
725;180.8425;213.6954;157.2901;233.4747
726;184.8918;212.6934;156.4759;231.4349
727;178.6543;219.1174;148.3027;232.4021
728;170.938;224.7586;143.5314;231.3101
729;174.2174;215.9281;146.3872;225.36
730;191.5601;194.9364;139.3846;215.0353
731;202.138;162.3036;130.0015;205.1132
732;173.0134;109.0316;111.0667;155.0134
733;119.3547;36.8809;58.8181;67.8939
734;55.4174;0;0.5045;0
735;12.0875;0;0;0
736;12.2816;0;0.6027;0
737;54.6452;0;6.747;0
738;108.9722;23.5044;23.569;61.0287
739;96.8705;41.1373;16.7683;95.6652
740;98.2955;72.7525;43.4814;173.6322
741;158.6368;139.543;97.9619;221.2951
742;200.6591;172.5151;132.0526;234.1868
743;219.0918;195.3641;176.882;237.4845
744;214.9872;183.1411;174.3099;237.1427
745;78.8056;73.7809;55.5952;44.6214
746;83.9326;100.1794;83.1746;75.8854
747;95.4055;109.6183;88.4515;64.6325
748;95.7775;100.6948;79.4412;52.6326
749;105.6417;114.7579;79.1953;67.4818
750;78.6652;93.2808;54.3482;42.9847
751;40.4542;87.052;28.055;23.2729
752;26.3434;147.781;64.1335;63.8885
753;1.2495;89.5824;34.1743;12.3137
754;0;33.2847;0;1.994
755;0;0;0;0
756;0;0;0;0
757;0;0;0;0
758;0;0;0;0
759;0;0;0;0
760;0;0;0;0
761;0;0;0;0
762;0;0;0;0
763;0;0;0;0
764;0;0;0;0
765;2.1498;0;0;0
766;13.0021;0;0;0
767;53.3538;4.8927;0;0
768;103.4649;20.1082;0;0
769;124.859;64.4727;19.5146;5.2057
770;115.2928;76.0083;60.9188;21.7061
771;104.0056;94.0111;84.6995;32.8036
772;94.3064;80.77;81.5662;32.6304
773;113.0122;95.5374;95.4803;47.1775
774;97.5013;62.3694;52.4884;13.3268
775;87.431;41.1771;18.8714;0
776;50.9625;34.7797;3.5318;0
777;36.8088;36.4906;0;0
778;0;30.2862;0;0
779;0;3.7835;0;0
780;0;0;0;0
781;0;0;0;0
782;0;0;0;0
783;0;0;0;0
784;0;0;0;0
785;0;0;0;0
786;0;0;0;0
787;0;0;0;0
788;0;33.3814;0;0
789;24.9933;55.2919;0;0
790;53.0649;41.9902;0;0
791;81.9459;44.5921;0;0
792;106.3791;75.7053;8.0522;0
793;133.938;119.9944;43.6916;13.0675
794;131.6206;119.0724;48.6718;41.8151
795;120.4146;114.6037;46.5334;61.8298
796;103.7698;109.7721;37.3142;65.96
797;106.2914;129.0995;48.1018;106.2254
798;85.5615;88.4775;28.4536;63.0718
799;33.3279;36.7405;0;27.481
800;15.6331;34.6564;0;8.0183
801;33.208;66.8023;0;0
802;32.836;38.2903;0;0
803;0;0;0;0
804;0;0;0;0
805;0;0;0;0
806;0;0;0;0
807;0;0;0;0
808;0;0;0;0
809;0;0;0;0
810;0;0;0;0
811;0;0;0;0
812;0;0;0;0
813;0;1.4833;0;0
814;0;7.2367;0;0
815;0;10.6081;0;0
816;17.2176;60.2238;0;6.7091
817;67.7176;137.4736;45.4741;93.3308
818;79.9282;148.7481;72.7323;114.9971
819;77.2876;157.944;65.72;134.3879
820;54.3396;154.9432;70.364;129.5661
821;54.523;178.727;106.4087;144.0354
822;23.5963;150.8354;81.0194;107.8745
823;0;131.3587;36.8695;71.9945
824;19.2079;132.3587;24.4148;72.4496
825;0;117.8491;28.2176;71.5345
826;0;74.7311;2.2877;60.8683
827;0;16.3906;0;1.9907
828;0;0;0;0
829;0;0;0;0
830;0;0;0;0
831;0;0;0;0
832;0;0;0;0
833;0;0;0;0
834;0;0;0;0
835;0;38.1523;0;6.9943
836;0;19.441;0;0
837;0;27.1673;0;0
838;0;38.2207;0;0
839;0;47.5541;0;0
840;0;77.0859;0;22.6439
841;21.5421;122.7366;20.14;82.7646
842;29.4902;143.104;36.3103;99.4708
843;25.3153;136.8065;17.187;104.009
844;5.3716;118.8719;1.8118;90.9247
845;22.6471;133.742;34.003;122.6995
846;0;114.3987;26.3741;102.158
847;0;99.3648;13.8803;87.4148
848;0;115.9481;21.9188;78.9422
849;0;99.6761;0;48.2661
850;0;92.1385;0;46.8746
851;0;68.144;0;43.0216
852;0;31.6363;0;0
853;0;25.4762;0;5.2282
854;0;1.579;0;0.0473
855;0;0;0;0
856;0;0;0;0
857;0;0;0;0
858;0;0;0;0
859;0;0;0;10.4577
860;0;27.4061;0;0
861;0;73.5152;0;23.4931
862;0;91.8202;0;33.9686
863;0;96.7703;0;33.4485
864;12.9261;149.3114;0;51.6962
865;48.9391;181.6371;33.2218;98.9406
866;44.4559;185.0324;38.2443;122.58
867;21.4461;148.2745;18.7604;129.3467
868;17.2167;139.3281;25.7916;126.0328
869;24.8413;156.8575;58.3761;140.525
870;0;133.8679;33.7859;107.278
871;0;93.3663;5.9153;88.4353
872;0;73.7816;0;76.4273
873;0;73.8724;0;50.2844
874;2.7483;79.492;0;15.5272
875;0;10.6417;0;0
876;0;0;0;0
877;0;0;0;0
878;0;9.4723;0;0
879;0;0.7667;0;0
880;0;0;0;0
881;0;0;0;0
882;0;0;0;0
883;0;15.3506;0;0
884;0;21.2389;0;0
885;0;62.2697;0;0
886;0;95.9291;0;0
887;0;111.7516;0;0
888;9.4836;135.6404;0;0
889;28.6519;149.8358;28.9401;1.3316
890;28.2348;142.0184;25.3739;27.3323
891;34.6306;129.0797;0;48.3739
892;42.453;117.2426;0;33.1756
893;68.9793;123.2225;0;46.0574
894;71.8777;114.0964;0;17.7365
895;61.1332;114.9224;0;0
896;46.8837;111.0592;0;0
897;45.3784;116.9816;0;0
898;20.7587;106.3915;0;0
899;0;51.4868;0;0
900;0;4.94;0;0
901;0;0;0;0
902;0;0;0;0
903;0;0;0;0
904;0;0;0;0
905;0;0;0;0
906;0;0;0;0
907;0;0;0;0
908;0;0;0;0
909;0;0;0;0
910;0;0;0;0
911;21.9487;11.4719;0;0
912;62.4969;96.3995;0;0
913;114.2747;147.4207;29.3845;0
914;144.7194;153.1734;49.3855;0.1327
915;153.8326;152.3959;58.3046;1.3548
916;139.199;144.9635;53.4343;0
917;155.3303;151.769;70.294;15.211
918;132.3941;133.121;42.5351;0
919;111.2194;103.8811;16.5004;0
920;122.8031;121.0781;37.2768;0
921;76.984;98.9757;18.1642;0
922;44.3825;98.5841;6.3917;0
923;11.5022;56.5667;0;0
924;0;0;0;0
925;0;0;0;0
926;0;0;0;0
927;0;0;0;0
928;0;0;0;0
929;0;0;0;0
930;0;0;0;0
931;0;10.0669;0;0
932;0;45.314;9.4846;0
933;28.1545;75.7528;57.6539;0
934;32.4857;99.2477;69.8871;0
935;43.9801;131.9694;76.7104;0
936;80.029;169.3132;122.534;0
937;121.5701;186.3793;146.0247;0.8635
938;110.2223;180.867;148.0474;0
939;94.1149;178.9414;133.4455;0
940;67.1687;178.4703;130.4533;0
941;95.1067;184.7392;143.4981;0
942;57.2058;168.7191;120.8521;0
943;46.0685;142.1602;109.3264;0
944;73.7162;140.848;130.8451;0
945;50.6209;112.0605;115.2294;0
946;45.1072;80.4414;95.1101;0
947;17.014;31.6924;58.4623;0
948;0;0;0;0
949;0;0;0;0
950;0;0;0;0
951;0;0;0;0
952;0;0;0;0
953;0;0;0;0
954;0;0;0;0
955;0;0;0;0
956;0;53.8011;0;0
957;0;92.9872;0;0
958;0;111.6033;4.4183;0
959;21.2497;120.1813;16.9711;5.3179
960;72.8321;139.762;53.9099;7.8931
961;130.4022;164.0779;127.8082;22.912
962;140.2379;163.8913;143.32;39.328
963;142.8923;134.3772;133.496;47.496
964;146.2181;115.8388;128.642;68.8842
965;149.4885;133.2234;140.9252;102.5224
966;112.639;108.118;115.5603;94.381
967;85.0851;82.8744;94.5815;63.7072
968;80.5288;113.4885;100.3705;73.727
969;71.1926;97.9444;80.1082;69.5092
970;40.8815;65.3727;51.0562;51.8379
971;0;33.5621;0;5.4779
972;0;0;0;0
973;0;0;0;0
974;0;0;0;0
975;0;0;0;0
976;0;0;0;0
977;0;0;0;0
978;0;0;0;0
979;0;15.1276;0;0
980;7.2187;6.8723;0;0
981;41.5881;16.3837;0;23.1562
982;55.5985;33.4789;0;21.6433
983;59.923;77.6842;67.7519;32.7993
984;81.2662;120.7567;126.6029;65.0691
985;142.6163;153.7933;149.5168;99.8211
986;167.3991;146.9044;149.0691;100.1962
987;144.2523;153.0693;137.3572;103.8847
988;117.8246;154.8567;124.6165;108.8131
989;129.0849;163.0138;134.1849;122.4409
990;100.4488;119.9682;91.7978;93.4591
991;81.3961;104.6526;63.1592;45.5358
992;77.8987;96.6412;59.5108;29.8041
993;53.671;115.4351;72.1913;49.3014
994;38.8096;104.8464;58.2265;43.9499
995;11.4286;85.4458;19.0613;3.937
996;0;80.1322;0;0
997;0;70.9402;0;0
998;0;50.3336;0;0
999;0;1.7287;0;0
1000;0;0;0;0
1001;0;4.4708;0;0
1002;0;8.2765;0;0
1003;0;18.7344;0;0
1004;45.0593;68.4365;11.623;0
1005;60.0292;108.9262;51.2789;32.5699
1006;61.9876;124.0625;76.2442;34.6381
1007;67.6566;135.8845;87.1703;16.719
1008;87.7936;153.4658;106.1924;26.7352
1009;132.6396;171.7606;134.8186;65.3383
1010;125.5829;174.0701;129.0845;84.274
1011;101.4941;169.29;121.6163;92.6116
1012;76.809;157.944;111.078;82.4821
1013;70.0915;164.2756;128.9223;92.6088
1014;57.1411;138.2379;81.9826;49.0126
1015;36.6118;114.9534;49.1923;4.5731
1016;43.0214;147.7972;69.8206;18.863
1017;29.6643;136.4595;47.7212;9.3701
1018;6.1566;136.478;24.098;6.5533
1019;0;98.4242;0;0
1020;0;30.0352;0;0
1021;0;20.128;0;0
1022;0;4.4927;0;0
1023;0;0;0;0
1024;0;0;0;0
1025;0;0;0;0
1026;0;0;0;0
1027;0;0;0;0
1028;26.9817;9.4058;0.1116;22.4941
1029;40.1587;34.1107;18.2518;38.1547
1030;43.5142;60.8831;33.4801;25.2157
1031;74.9586;88.8538;59.0839;18.1412
1032;136.6322;116.2261;95.0669;41.4
1033;174.1454;155.0043;129.9793;98.4217
1034;174.5285;159.9813;135.3814;118.046
1035;165.8167;164.0523;130.0901;111.1727
1036;153.0064;146.9605;109.2661;109.0275
1037;164.022;153.2946;118.2681;122.1937
1038;141.7078;129.0681;91.2567;113.9884
1039;110.4847;96.0087;51.8444;77.6803
1040;144.7593;131.5632;39.9061;52.6662
1041;122.2909;101.9767;39.3925;30.6703
1042;88.8705;110.4521;25.5983;47.4577
1043;28.7668;67.2851;0;10.1428
1044;0;0;0;0
1045;0;0;0;0
1046;0;0;0;0
1047;0;0;0;0
1048;0;0;0;0
1049;0;0;0;0
1050;0;0;0;0
1051;0;0;0;0
1052;9.9754;31.248;0;31.3573
1053;41.0962;71.1551;25.4922;65.4598
1054;55.283;110.9311;40.0202;77.7397
1055;75.6039;110.4088;39.518;55.6327
1056;112.1764;111.604;78.1521;70.8123
1057;152.5606;140.6692;117.524;125.8094
1058;158.1391;159.553;119.5099;156.4083
1059;150.2131;160.3747;107.1777;160.4059
1060;137.4049;137.4484;86.2924;148.938
1061;139.0378;131.0035;86.9743;160.1479
1062;117.5494;95.1623;47.2327;123.1747
1063;87.0665;72.0075;22.8121;92.4507
1064;108.0436;68.3238;17.4654;93.3238
1065;92.8887;50.0611;1.1712;108.4093
1066;65.3623;15.9587;0;85.9196
1067;24.8723;0;0;67.8616
1068;0;0;0;35.9129
1069;0;0;0;24.6041
1070;0;0;0;13.1926
1071;0;0;0;0
1072;0;0;0;0
1073;0;0;0;0
1074;0;0;0;0
1075;0;0;0;30.5292
1076;2.2869;42.2123;0.4384;96.4291
1077;12.5793;91.187;16.6128;135.9412
1078;14.5636;90.9131;6.1657;133.5756
1079;8.1876;64.9163;0;122.2945
1080;28.0494;55.5139;23.5465;139.2205
1081;69.396;97.7534;73.7778;174.5512
1082;105.9398;157.8877;108.7192;176.5654
1083;117.9954;179.0316;134.8929;187.5838
1084;106.7708;150.22;114.0811;170.8069
1085;107.343;155.3562;116.3784;190.2794
1086;86.6652;146.0237;99.1099;185.2626
1087;75.9897;122.9094;76.3854;150.3548
1088;114.8645;138.4197;99.0789;156.3293
1089;79.0102;127.5377;65.0244;152.8645
1090;57.1223;86.8133;32.6553;131.9117
1091;1.003;23.8825;0;115.4053
1092;0;0;0;57.8759
1093;0;0;0;43.0576
1094;0;0;0;37.9679
1095;0;0;0;2.0665
1096;0;0;0;5.0831
1097;0;0;0;0
1098;0;0;0;16.214
1099;0;0;0;36.9753
1100;0;43.0835;0;67.4882
1101;60.7097;74.9792;40.5845;71.3896
1102;74.8565;84.9027;84.7539;94.4231
1103;71.6448;83.4439;89.4511;87.5833
1104;101.5592;110.2099;103.5688;126.541
1105;147.1552;154.0846;130.2339;176.1168
1106;142.0842;156.4372;132.349;193.9307
1107;136.006;142.2445;121.1226;183.2635
1108;109.173;121.1528;97.0971;166.5377
1109;106.791;136.9897;103.2366;180.277
1110;84.2436;117.3663;74.2142;169.895
1111;68.739;74.8868;40.9378;148.5371
1112;58.1734;87.3419;37.7181;167.0808
1113;59.7933;72.6269;15.6238;162.14
1114;35.113;9.989;0;135.6175
1115;0;0;0;92.4611
1116;0;0;0;33.2692
1117;0;0;0;12.088
1118;0;0;0;0
1119;0;0;0;0
1120;0;0;0;0
1121;0;0;0;0
1122;0;0;0;0
1123;0;0;0;5.2628
1124;12.5993;43.5364;32.7379;30.131
1125;79.2299;71.4109;83.9932;48.3591
1126;100.5718;81.7704;96.5739;53.0765
1127;96.3949;83.7165;110.4138;46.115
1128;107.4065;98.7196;127.5378;78.9073
1129;145.4797;123.4249;142.1005;138.6935
1130;147.2228;119.5919;132.7099;132.0199
1131;146.2306;115.2663;119.4364;132.2696
1132;132.8087;99.4325;104.2729;107.9912
1133;127.1899;122.1975;111.9816;123.5267
1134;93.7052;99.8164;83.5933;85.4926
1135;56.0129;75.7053;55.3794;57.6956
1136;48.6233;65.2042;48.8827;38.339
1137;31.8514;52.6345;46.3758;32.334
1138;10.6816;57.691;47.1169;7.2004
1139;0;40.2421;21.4234;0
1140;0;2.9468;0;0
1141;0;0;0;0
1142;0;0;0;0
1143;0;0;0;0
1144;0;0;0;0
1145;0;0;0;0
1146;0;0;0;0
1147;0;16.8568;0;0
1148;0;21.7925;32.2756;0
1149;69.0973;109.5601;108.8147;14.1217
1150;99.7802;114.9612;122.8468;0
1151;105.2213;95.9029;129.191;0
1152;108.0807;94.3345;139.0241;17.2097
1153;135.0288;118.3159;156.1057;61.435
1154;140.3522;150.5045;163.2761;85.4923
1155;124.7526;166.6294;159.6055;77.2521
1156;111.993;172.3474;151.585;79.3178
1157;137.876;189.9781;156.0204;106.7565
1158;111.0227;152.3666;125.5129;54.0392
1159;95.7154;130.712;104.48;12.6976
1160;104.6459;70.1026;98.2229;0
1161;99.6613;103.8976;106.3192;0
1162;73.5227;82.3546;70.9111;0
1163;12.5518;59.7892;3.8158;0
1164;0;0;0;0
1165;0;0;0;0
1166;0;0;0;0
1167;0;0;0;0
1168;0;0;0;0
1169;0;0;0;0
1170;0;0;0;0
1171;12.7651;74.1182;20.3851;0
1172;33.9509;109.3808;74.9977;0
1173;44.4814;104.8914;81.1611;0
1174;63.1015;125.221;98.452;0
1175;75.9967;139.4146;104.6277;0
1176;98.836;168.0634;119.1522;21.5443
1177;130.1651;154.4605;130.9819;35.0198
1178;130.2118;120.6972;123.099;55.3657
1179;137.7277;135.322;129.7104;78.7516
1180;149.0183;128.1837;120.1911;73.3891
1181;166.5522;156.3463;129.8857;101.2094
1182;136.2678;142.0125;102.341;93.6668
1183;105.5629;134.3772;76.7479;85.2051
1184;74.2981;126.3751;40.1368;51.5269
1185;55.3699;115.2883;31.3609;44.0901
1186;30.4347;92.6128;9.0344;24.571
1187;0;67.6421;0;5.8082
1188;0;25.8322;0;0
1189;0;20.8009;0;0
1190;0;0;0;0
1191;0;0;0;0
1192;0;0;0;0
1193;0;0;0;0
1194;0;45.2317;0;0
1195;6.1935;86.7526;5.2564;0
1196;17.6117;101.8083;28.0744;14.4782
1197;26.5338;133.0033;58.1327;43.1928
1198;33.0415;141.1128;59.2648;52.6305
1199;29.1012;119.1942;37.4011;47.962
1200;88.231;125.6701;99.3464;63.7857
1201;123.5343;143.8445;141.8713;85.7541
1202;130.4818;133.7759;133.7501;89.566
1203;131.915;137.637;126.1945;90.5597
1204;127.9075;121.0302;110.9466;77.8116
1205;130.5117;135.235;108.8326;92.3451
1206;128.4572;127.1149;79.3008;96.6008
1207;102.7839;101.6014;24.5009;82.5963
1208;124.2493;72.0901;2.8093;55.3516
1209;107.3539;58.7311;0;47.3178
1210;83.8789;96.5999;0;50.1771
1211;52.6525;95.125;0;40.5091
1212;6.4207;51.9004;0;9.0001
1213;0;13.7752;0;0
1214;0;0;0;0
1215;0;0;0;0
1216;0;0;0;0
1217;0;0;0;0
1218;0;0;0;0
1219;0;0;0;0
1220;35.7584;29.6374;22.0243;0
1221;34.1788;82.2517;73.9399;15.4531
1222;44.1244;101.4163;80.9291;34.8886
1223;57.3463;100.3845;60.8753;41.1943
1224;76.4362;120.9172;82.4786;67.0486
1225;105.676;137.9064;118.5922;93.7408
1226;101.6295;146.338;114.8827;116.0076
1227;91.4988;151.3225;106.6189;126.7187
1228;102.141;112.2512;75.5996;106.0618
1229;140.7535;142.2376;96.395;127.7049
1230;135.5684;135.487;68.0503;116.4171
1231;116.3482;105.3916;37.6123;84.1304
1232;119.9503;115.7016;39.5167;90.9557
1233;84.4339;128.802;26.6669;84.7561
1234;53.7531;102.2121;0;66.6255
1235;0;82.5537;0;31.2135
1236;0;18.5324;0;0
1237;0;0;0;0
1238;0;0;0;0
1239;0;0;0;0
1240;0;0;0;0
1241;0;0;0;0
1242;0;32.8896;0;0
1243;0;45.0136;0;0
1244;0;91.5702;0;31.6889
1245;23.6399;109.0356;0;46.1059
1246;50.7293;123.3102;6.1514;52.5601
1247;40.6516;120.5256;0;49.4578
1248;52.5305;146.0137;10.165;98.4433
1249;98.8385;162.1216;67.1683;139.1107
1250;114.5074;181.9603;82.0819;153.9136
1251;106.1591;177.9004;67.4763;162.1397
1252;110.4194;190.2465;75.1546;176.9291
1253;130.1654;194.8917;78.854;197.6089
1254;112.889;178.6059;39.7769;172.3048
1255;78.0445;164.864;18.5647;150.0666
1256;69.355;162.494;20.8973;161.2174
1257;51.9236;165.3772;10.6453;146.5499
1258;25.3568;147.1471;0;118.1806
1259;0;115.4353;0;100.6233
1260;0;86.1326;0;60.2233
1261;0;92.4447;0;45.0643
1262;0;81.15;0;21.818
1263;0;52.6623;0;0
1264;0;50.1593;0;0
1265;0;17.2583;0;0
1266;0;17.5376;0;0
1267;0;34.4982;0;9.4993
1268;0;50.9128;0;38.8091
1269;0;84.6433;0;71.3152
1270;20.6357;106.9981;0;81.0683
1271;42.5197;124.2943;0;87.5932
1272;102.9095;150.4098;0;133.5661
1273;126.6137;173.5747;28.5067;172.8752
1274;119.5475;192.0856;51.0728;191.5077
1275;118.5736;186.1959;64.9025;188.2474
1276;113.236;163.29;78.4804;190.3339
1277;119.9778;170.3424;107.4313;189.9243
1278;87.4512;161.5412;78.1115;169.6553
1279;51.2661;138.4168;41.0774;143.2584
1280;51.5828;148.3009;50.4089;175.3452
1281;8.5975;136.801;30.945;145.3893
1282;0;92.6241;13.073;120.2443
1283;0;53.1569;0;87.9427
1284;0;0;0;31.2813
1285;0;0;0;0
1286;0;0;0;0
1287;0;0;0;0
1288;0;0;0;0
1289;0;0;0;0
1290;0;0;0;0
1291;0;0;0;0
1292;0;5.6257;0;17.9126
1293;0;40.8855;0;34.3126
1294;0;57.3472;0;43.4314
1295;0;74.2431;0;55.7996
1296;6.0729;113.2405;0;106.1783
1297;72.5095;151.0709;7.6622;157.0148
1298;66.9709;149.3416;51.3433;148.0581
1299;69.9729;142.157;75.4552;140.78
1300;65.2032;120.1202;79.8878;123.6193
1301;66.9391;154.5727;117.4714;141.6835
1302;50.4953;116.8213;79.5044;111.0161
1303;7.2707;94.6318;40.1575;94.7488
1304;22.2821;58.611;10.8199;114.2214
1305;0;47.7505;0;106.8248
1306;0;8.1976;0;70.3281
1307;0;0;0;38.3281
1308;0;0;0;0
1309;0;0;0;0
1310;0;0;0;0
1311;0;0;0;0
1312;0;0;0;0
1313;0;0;0;0
1314;0;0;0;0
1315;0;0;0;0
1316;0;0;0;0
1317;0;0;0;0
1318;0;9.4749;0;10.186
1319;0;29.1535;0;8.4718
1320;0;48.6523;39.673;13.3741
1321;18.2817;95.7039;89.034;65.6521
1322;15.7316;122.1178;106.158;86.3251
1323;25.738;128.3083;114.4268;102.5783
1324;8.8529;103.8941;108.0537;106.015
1325;0.5539;87.5281;104.6479;124.3088
1326;0;50.4909;72.6599;78.4658
1327;0;20.3353;45.1039;44.3006
1328;0;15.7012;66.8454;24.4519
1329;0;14.7328;50.8411;11.6371
1330;0;0.9039;30.532;0
1331;0;0;0;0
1332;0;0;0;0
1333;0;0;0;0
1334;0;0;0;0
1335;0;0;0;0
1336;0;0;0;0
1337;0;0;0;0
1338;0;0;0;0
1339;0;0;0;0
1340;0;0;0;0
1341;0;0;28.3324;0
1342;0;0;30.0811;0
1343;0;11.0028;35.4872;0
1344;0;62.2158;71.1186;39.5932
1345;23.7868;131.7424;112.4122;97.3104
1346;26.2624;155.9949;123.0565;99.7684
1347;34.3561;136.6654;113.2075;92.6681
1348;38.6642;113.4477;98.7135;104.1178
1349;55.7575;112.3633;106.6733;100.9541
1350;18.4447;95.9381;82.346;85.835
1351;0;75.5702;23.1205;54.9455
1352;0;95.6245;10.1801;57.1275
1353;0;46.627;0;36.9382
1354;0;3.6259;0;0
1355;0;0;0;0
1356;0;0;0;0
1357;0;0;0;0
1358;0;0;0;0
1359;0;0;0;0
1360;0;0;0;0
1361;0;0;0;0
1362;0;0;0;0
1363;0;0;0;0
1364;0;0;0;0
1365;0;0;0;0
1366;0;0;0;0
1367;0;0;0;0
1368;0;0;0;0
1369;26.8817;0;0;5.6914
1370;50.635;0;0;27.4386
1371;71.0929;0;0;14.9099
1372;62.5155;0;0;0
1373;63.119;0;0;53.5787
1374;3.0839;0;0;55.6097
1375;0;0;0;27.5834
1376;0;0;0;0
1377;0;0;0;0
1378;0;0;0;0
1379;0;0;0;0
1380;0;0;0;0
1381;0;0;0;0
1382;0;0;0;0
1383;0;0;0;0
1384;0;0;0;0
1385;0;0;0;0
1386;0;0;0;0
1387;0;0;0;0
1388;0;0;0;0
1389;0;0;0;0
1390;0;0;0;0
1391;0;0;0;0
1392;0;0;0;11.4437
1393;38.0026;0;0;72.652
1394;47.8682;13.9372;21.0295;108.9926
1395;52.26;18.623;21.5733;112.7057
1396;48.6013;14.4733;11.7687;91.8925
1397;61.9039;10.771;5.311;119.7896
1398;27.2031;0;0;80.2918
1399;0;0;0;21.4127
1400;0;0;0;28.0666
1401;0;0;0;51.2135
1402;0;0;0;13.5985
1403;0;0;0;0
1404;0;0;0;0
1405;0;0;0;0
1406;0;0;0;0
1407;0;0;0;0
1408;0;0;0;0
1409;0;0;0;0
1410;0;0;0;0
1411;0;0;0;0
1412;0;0;0;0
1413;0;0;0;13.5446
1414;0;0;0;0
1415;0;0;0;0
1416;0;0;0;0
1417;47.8261;99.295;59.3599;0
1418;19.1321;109.686;46.1654;0
1419;0;116.9209;14.3952;0
1420;0;105.9904;0;0
1421;0;70.9548;0;0
1422;0;49.227;0;0
1423;0;30.9231;0;0
1424;0;10.168;0;0
1425;0;4.6149;0;0
1426;0;0;0;0
1427;0;0;0;0
1428;0;0;0;0
1429;0;0;0;0
1430;0;0;0;0
1431;0;0;0;0
1432;0;0;0;0
1433;0;0;0;0
1434;0;0;0;0
1435;0;29.1644;0;0
1436;22.3446;54.8241;0;73.3951
1437;0;50.6449;0;84.3007
1438;0;69.4818;3.8473;113.8731
1439;0;102.9792;0.7855;144.3673
1440;0;113.3992;3.6775;170.4832
1441;0;102.7967;0;152.4571
1442;0;94.044;0;116.5468
1443;0;86.8633;0;92.2018
1444;0;66.6169;0;88.6932
1445;0;42.3331;0;105.3997
1446;18.8473;25.601;0;130.6128
1447;35.7665;18.3438;0;122.9227
1448;0;0;0;75.1846
1449;0;0;0;41.1645
1450;0;0;0;39.1134
1451;0;0;0;36.0102
1452;0;0;0;30.2935
1453;0;0;0;0
1454;0;0;0;0
1455;0;0;0;0
1456;0;0;0;0
1457;0;0;0;0
1458;0;0;0;33.0346
1459;0;44.7189;0;97.7572
1460;14.2784;91.3732;0;126.5481
1461;6.3208;93.537;0;143.8209
1462;3.7598;107.3281;0;169.4962
1463;5.2136;129.952;0;163.8844
1464;0;142.3888;0;144.6296
1465;11.8991;143.7938;0;134.4801
1466;41.5068;146.1474;0;176.0489
1467;32.4273;145.6497;15.1178;188.2942
1468;23.7569;133.5898;10.6547;181.8003
1469;14.8947;103.0156;0;161.6299
1470;16.1272;83.7588;4.6708;165.2202
1471;25.3351;61.4865;20.6023;135.9947
1472;18.9346;49.3747;23.1305;125.1538
1473;0;51.7918;3.59;109.2109
1474;0;19.3942;0;87.8107
1475;0;0;0;40.0963
1476;0;0;0;0
1477;0;0;0;0
1478;0;0;0;0
1479;0;0;0;0
1480;0;0;0;0
1481;0;0;0;0
1482;0;0;0;0
1483;0;7.3131;0;60.0266
1484;0;69.6831;0;84.2503
1485;12.3631;86.3659;0;88.9583
1486;52.1566;104.4342;0;112.662
1487;80.7396;116.1238;0;128.1289
1488;111.4163;107.9589;35.3779;153.3703
1489;118.6951;94.1301;103.7112;188.8348
1490;105.6241;88.9506;139.8672;198.0051
1491;81.7528;85.0731;106.9901;189.3239
1492;70.797;65.7685;73.2352;156.3732
1493;56.31;40.3749;36.6763;114.7614
1494;46.6245;21.1453;30.0458;108.9276
1495;46.4683;20.163;56.6435;117.6424
1496;10.8015;13.9491;77.8418;82.1436
1497;0;5.1111;50.8696;73.025
1498;0;0;0;43.6718
1499;0;0;0;8.024
1500;0;0;0;0
1501;0;0;0;0
1502;0;0;0;0
1503;0;0;0;0
1504;0;0;0;0
1505;0;0;0;0
1506;0;0;0;0
1507;0;39.8173;0;35.3561
1508;31.5633;70.8252;72.3623;169.5588
1509;55.2504;93.051;68.3631;196.7304
1510;102.2062;100.4727;72.9618;221.5879
1511;128.5589;120.1189;101.8942;233.827
1512;132.801;126.3797;130.6738;234.4041
